id,city,country,region,short_description,latitude,longitude,ideal_durations,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,safety,best_months
e543b826-71c7-4b28-b8c3-bef455323bde,Odessa,Ukraine,Europe,"A coastal city on the Black Sea, known for its beaches, opera house, and vibrant nightlife.",46.483333,30.733333,"[""Weekend"",""One week"",""Short trip""]",Budget,4,3,3,4,4,4,3,4,2,"Generally safe, but be aware of potential risks","5,6,9,10"
1bb81f23-bfd5-489d-9385-3e6f241b3ee4,Wrocław,Poland,Europe,"A colourful city known for its market square, bridges and lively nightlife.",51.1079,17.0385,"[""Weekend"",""Short trip""]",Budget,3,2,2,1,4,3,2,5,1,"Generally safe, but be aware of potential risks","5,6,9,10"
aef2a4a3-cecb-4be3-91c8-cc34b4e6b35e,Rotterdam,Netherlands,Europe,"A modern port city known for its bold architecture, museums and dynamic urban life.",51.9244,4.4777,"[""Weekend""]",Budget,3,2,2,2,4,3,2,4,1,"Generally safe, but be aware of potential risks","5,6,9,10"
2f46d952-1105-4798-8ca1-48bf4eaf3c94,London,United Kingdom,Europe,"The capital city, known for its Buckingham Palace, Big Ben, and Tower of London.",51.507351,-0.127758,"[""Long trip"",""One week"",""Short trip""]",Luxury,5,2,3,1,5,5,3,5,2,"Generally safe, but be aware of pickpockets","4,5,9,10"
02ab8d15-c7f3-4489-a3d7-474fa15d158b,Edinburgh,United Kingdom,Europe,"The capital of Scotland, known for its medieval castle, historic Old Town, and vibrant festivals.",55.953252,-3.188267,"[""Weekend"",""One week"",""Short trip""]",Mid-range,5,3,3,2,4,4,3,4,2,Generally safe,"4,5,9,10"
8fb89a1b-f451-44c1-929f-82f84c827697,Manchester,United Kingdom,Europe,"A major city known for its football teams, music scene, and industrial heritage.",53.480958,-2.241509,"[""Weekend"",""One week"",""Short trip""]",Mid-range,4,2,2,1,4,4,3,4,2,Generally safe,"4,5,9,10"
01830a56-b5f2-4abc-9597-dd41c04776a6,Liverpool,United Kingdom,Europe,"A coastal city known for its Beatles heritage, museums, and waterfront.",53.408371,-2.987576,"[""Weekend"",""Short trip""]",Mid-range,4,2,2,2,5,3,2,4,1,Generally safe,"4,5,9,10"
8c99202d-ac10-43b1-a1c0-b160a4383acd,Cambridge,United Kingdom,Europe,"A university city known for its historic colleges, museums, and botanic gardens.",52.204772,0.120972,"[""Weekend""]",Mid-range,5,2,2,1,3,3,2,3,2,Generally safe,"4,5,9,10"
4af63390-1f07-431d-bff1-2b682f7e1880,Luxembourg City,Luxembourg,Europe,"The capital city, known for its medieval fortifications, picturesque streets, and museums.",49.611668,6.130237,"[""Short trip"",""Weekend""]",Luxury,4,2,3,1,3,4,3,4,3,Generally safe,"4,5,9,10"
4c5549ab-0d81-4e3d-abe6-23898a323fb3,Carcassonne,France,Europe,A fortified medieval city with dramatic ramparts and a well-preserved citadel.,43.213,2.3491,"[""Weekend""]",Mid-range,4,3,4,1,1,3,2,1,4,Generally safe,"4,5,9,10"
c20b81eb-07a4-47e1-890a-7a0e367d1518,Aachen,Germany,Europe,"A historic city known for its cathedral, Charlemagne heritage and thermal baths.",50.7753,6.0839,"[""Weekend""]",Mid-range,3,2,2,1,3,3,2,3,2,Generally safe,"4,5,9,10"
ea7ff100-ded5-458b-92b0-3ec114235801,Zakopane,Poland,Europe,"A mountain resort town at the foot of the Tatras, popular for hiking and winter sports.",49.2992,19.9496,"[""Weekend""]",Mid-range,2,3,3,1,2,2,2,2,3,Generally safe,"4,5,9,10"
e84b3eeb-f9b0-4fe4-ab09-e3881cc808ff,Valletta,Malta,Europe,"The capital city, known for its fortified walls, baroque architecture, and historical sites.",35.897778,14.5075,"[""Short trip"",""Weekend""]",Mid-range,5,2,3,3,3,4,3,3,2,Generally safe,"4,5,9,10"
63a18c21-365d-4ab4-a494-1e8be748c473,Mdina,Malta,Europe,"A medieval walled city known as the ""Silent City,"" offering a glimpse into Malta's past.",35.884167,14.493889,"[""Weekend""]",Mid-range,5,1,1,1,1,3,2,2,3,Generally safe,"4,5,9,10"
ede37b31-9872-4ea5-bc2d-50a21dc2d207,Portofino,Italy,Europe,"A picturesque fishing village on the Italian Riviera, famous for its harbour and seafood.",44.3036,9.2094,"[""Weekend""]",Mid-range,3,2,3,3,1,4,2,2,3,Generally safe,"4,5,9,10"
ed6846ce-c8f1-4805-8cd5-3c1cd8f0e082,Palma de Mallorca,Spain,Europe,"A lively coastal city with beautiful beaches, a historic old town and vibrant nightlife.",39.5696,2.6502,"[""Weekend"",""Short trip""]",Mid-range,2,3,3,4,3,3,3,3,2,Generally safe,"4,5,9,10"
5a2c0387-4b10-41a6-a726-a787336c6048,Rabat,Malta,Europe,A historic town known for its Roman catacombs and Mdina Glass Museum.,35.879444,14.463056,"[""Short trip"",""One week"",""Weekend""]",Budget,4,2,3,3,3,4,3,4,3,Generally safe,"4,5,9,10"
43f20b01-d6f3-4988-8ee2-10a8fe8032a1,Córdoba,Spain,Europe,"A cultural city famous for the Mezquita, a grand mosque-cathedral, and its historic quarter.",37.8882,-4.7794,"[""Weekend""]",Mid-range,4,1,1,2,1,3,2,2,3,Generally safe,"4,5,9,10"
7c2d5b16-ed42-4583-baaa-e5283acb5b50,Sorrento,Italy,Europe,"A relaxed coastal town overlooking the Bay of Naples, known for its cliffs and lemon groves.",40.6263,14.3757,"[""Weekend""]",Mid-range,2,2,3,4,2,3,3,3,3,Generally safe,"4,5,9,10"
9d910336-98ff-41b4-8709-0acb114e6b94,Reykjavik,Iceland,Europe,"The capital city, known for its colorful houses, museums, and vibrant culture.",64.147778,-21.915556,"[""Short trip"",""One week"",""Weekend""]",Luxury,3,4,5,2,3,3,4,3,4,Generally safe,"5,6,9,10"
7f5562dd-cd43-49ac-9553-7b8ceb1561c4,Akureyri,Iceland,Europe,"The largest city in North Iceland, known for its botanical garden and winter activities.",65.668611,-18.081389,"[""Short trip"",""Weekend""]",Luxury,3,4,5,2,2,3,3,3,4,Generally safe,"5,6,9,10"
de777f99-c9f9-47ce-aacd-9802a97f486c,Belgrade,Serbia,Europe,"The capital city, known for its historical landmarks, vibrant nightlife, and beautiful riverside location.",44.816667,20.448889,"[""One week"",""Short trip"",""Weekend""]",Budget,4,3,3,2,5,4,3,4,2,"Generally safe, but be aware of pickpockets","4,5,9,10"
efa16092-7292-4173-82bf-ee8113cd0447,Novi Sad,Serbia,Europe,"A city on the Danube River, known for its historic center, museums, and vibrant cultural scene.",45.263333,19.846667,"[""Weekend"",""Short trip""]",Budget,4,2,2,2,5,3,2,4,2,Generally safe,"4,5,9,10"
797bd596-1d1d-4b04-9da2-e726f2f49508,Pula,Croatia,Europe,A coastal city with a remarkably preserved Roman amphitheatre and rich history.,44.8666,13.8496,"[""Weekend""]",Budget,4,2,2,1,3,3,2,3,2,Generally safe,"4,5,9,10"
f855b54e-3874-459d-8f27-dd17d4120d5a,Segovia,Spain,Europe,"A historic city famous for its Roman aqueduct, cathedral and traditional cuisine.",40.9429,-4.1088,"[""Weekend""]",Budget,4,2,3,1,2,4,2,1,4,Generally safe,"4,5,9,10"
71d4406c-4ed8-4a69-b62e-7255920cdff2,Brno,Czech Republic,Europe,"A vibrant city known for its architecture, museums and lively student atmosphere.",49.1951,16.6068,"[""Weekend""]",Budget,4,2,2,2,3,3,2,3,2,Generally safe,"4,5,9,10"
2e6dd865-ab34-473b-8efd-e46e465a1e94,Karlovy Vary,Czech Republic,Europe,"A world-famous spa town known for its mineral springs, colonnades and wellness resorts.",50.2329,12.871,"[""Weekend"",""Short trip""]",Budget,2,2,4,1,2,3,5,2,3,Generally safe,"1,2,3,4,5,6,7,8,9,10,11,12"
669e27e3-0648-4f40-8e78-9ede2c569a0b,Amsterdam,Netherlands,Europe,"Charming canals wind through vibrant neighborhoods, where historic architecture meets cozy cafés and the air buzzes with a creative energy.",52.3730796,4.8924534,"[""Short trip"",""Weekend"",""One week""]",Mid-range,5,3,3,2,5,4,3,5,2,"Generally safe, but watch out for pickpockets","4,5,6,9"
08872e0b-b305-470b-8340-ccf1619bdc7a,Prague,Czech Republic,Europe,"Cobblestone streets and Gothic architecture create a fairytale-like atmosphere, where historic charm and modern culture blend seamlessly along the river.",50.0874654,14.4212535,"[""One week"",""Short trip"",""Weekend""]",Mid-range,5,2,3,1,4,4,3,5,2,"Generally safe, but watch out for pickpockets","4,5,9,10"
685c85c2-f86a-4a6e-a957-ec6a27a07018,Budapest,Hungary,Europe,"Charming streets lined with historic architecture and lively ruin bars create a welcoming vibe, where tradition meets a vibrant, modern energy.",47.48138955,19.14609413,"[""Short trip"",""One week"",""Weekend""]",Mid-range,5,3,3,1,5,4,5,4,2,"Generally safe, but be aware of pickpockets","4,5,9,10"
ce222d88-7dc2-4343-8bc9-d6f87f5529b5,Dublin,Ireland,Europe,"Charming cobblestone streets, lively pubs filled with music, and a rich tapestry of history create a welcoming and vibrant atmosphere.",53.3493795,-6.2605593,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,2,3,2,4,4,3,4,2,Generally safe,"5,6,7,8,9"
5b8c7b7c-a186-4d34-b482-c301dd6ba3eb,Bucharest,Romania,Europe,"Tree-lined boulevards, eclectic architecture, and lively squares invite you to explore a city where history and modernity coexist seamlessly.",44.4361414,26.1027202,"[""Short trip"",""Weekend"",""One week""]",Budget,4,2,3,1,4,4,3,4,2,"Generally safe, but be aware of pickpockets","4,5,9,10"
8431c1b8-765f-4282-93f8-a73be65b9c61,Kraków,Poland,Europe,"Charming cobblestone streets and lively squares invite exploration, while the rich history and vibrant culture create an inviting and warm atmosphere.",50.0619474,19.9368564,"[""Weekend"",""One week"",""Short trip""]",Mid-range,5,2,3,1,4,4,3,4,2,Generally safe,"5,6,9"
f5609bcb-6a46-4bd4-9b1e-cff1a9d6102f,Warsaw,Poland,Europe,"Historic streets blend with modern vibes, where cozy cafes and vibrant squares invite leisurely strolls and a taste of local culture.",52.2337172,21.07143224,"[""Weekend"",""One week"",""Short trip""]",Mid-range,4,2,3,1,4,4,3,4,2,Generally safe,"5,6,9"
881fec68-c8e3-404b-bc77-d059adb67c03,Bratislava,Slovakia,Europe,"Charming cobblestone streets and lively squares invite you to explore colorful facades, historic landmarks, and cozy cafés offering a warm, welcoming vibe.",48.1516988,17.1093063,"[""Short trip"",""Weekend""]",Mid-range,4,3,3,1,3,3,3,3,3,Generally safe,"4,5,9,10"
8d058502-6b3d-4d55-8205-ed859bea14f6,Ljubljana,Slovenia,Europe,"Charming cobblestone streets, vibrant riverfront cafés, and lush green spaces offer a welcoming atmosphere that's both lively and relaxing.",46.0500268,14.5069289,"[""Weekend"",""One week"",""Short trip""]",Mid-range,4,3,4,1,3,4,3,4,3,Generally safe,"4,5,6,9"
154db88c-8287-4d84-bfcc-16f3dba6b549,Helsinki,Finland,Europe,"A blend of modern design and serene nature, where crisp air and cozy cafes invite you to unwind and explore.",60.1674881,24.9427473,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,4,2,3,4,4,4,3,Generally safe,"6,7,8"
70687b22-7fdc-4e6f-8a02-5653d957a200,Tallinn,Estonia,Europe,"Medieval lanes, vibrant markets, and the scent of fresh pastries create an enchanting atmosphere that's both historic and inviting.",59.4372155,24.7453688,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,2,3,2,3,4,3,4,3,Generally safe,"6,7,8"
1446fb63-2fd7-4bb1-9a0a-813bc3838d5d,Riga,Latvia,Europe,"Charming cobblestone streets, vibrant markets, and a blend of medieval and Art Nouveau architecture create a captivating and cozy atmosphere for exploration.",56.9493977,24.1051846,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,3,2,4,4,3,4,3,Generally safe,"6,7,8"
20400046-7d17-4f2f-81b0-08978f3f0757,Vilnius,Lithuania,Europe,"Charming cobblestone streets and baroque architecture blend with a youthful energy, offering a cozy yet vibrant atmosphere perfect for leisurely exploration.",54.6870458,25.2829111,"[""Short trip"",""Weekend""]",Budget,4,2,3,2,3,3,3,3,3,Generally safe,"6,7,8"
5697fc92-b56b-40dc-817f-241ba34245f0,Dubrovnik,Croatia,Europe,"Wander through ancient stone streets, bask in the Adriatic sun, and feel the blend of history and sea breeze at every corner.",42.6491029,18.0939501,"[""Weekend"",""Short trip"",""Day trip""]",Mid-range,5,3,4,4,3,4,3,3,2,"Generally safe, but be aware of crowds","5,6,9,10"
5aec21ff-1938-400f-99cd-30c62c89a367,Sibiu,Romania,Europe,"Charming cobblestone streets and vibrant squares create a cozy atmosphere, inviting you to explore its rich history and welcoming local culture.",45.7973912,24.1519202,"[""Short trip"",""Weekend""]",Budget,4,3,4,1,3,3,3,3,4,Generally safe,"5,6,9"
beaaa55b-4add-47a3-8c4c-8271410a27ea,Split,Croatia,Europe,Wander through ancient stone streets where the Adriatic breeze mingles with lively chatter and the scent of fresh seafood from bustling markets.,43.5116383,16.4399659,"[""Short trip"",""Weekend"",""One week""]",Mid-range,4,3,4,4,4,4,3,3,3,"Generally safe, but be aware of crowds","5,6,9"
db735bbd-bcad-4d75-ab41-f11bfc2fa81d,Bologna,Italy,Europe,"Strolling under ancient porticoes, savoring rich aromas of fresh pasta, and enjoying lively piazzas create a warm, welcoming atmosphere.",44.4938203,11.3426327,"[""Short trip"",""Weekend"",""One week""]",Mid-range,5,2,3,1,3,5,3,4,2,"Generally safe, but watch out for pickpockets","4,5,9,10"
fb97a41e-cf56-4e88-994f-70e008559f9e,Turin,Italy,Europe,"Strolling through elegant piazzas and baroque architecture, you'll feel the city's rich history and vibrant cultural scene come alive around you.",45.0677551,7.6824892,"[""Short trip"",""Weekend"",""One week""]",Mid-range,5,2,3,1,3,4,3,4,2,Generally safe,"4,5,9,10"
8788bc00-2717-46e5-8296-d32fb9fb7842,Siena,Italy,Europe,"Medieval streets wind through sunlit squares, where the aroma of fresh pasta mingles with the echoes of vibrant local life.",43.16720595,11.46756104,"[""Weekend"",""Short trip""]",Mid-range,5,2,3,1,2,4,3,3,4,Generally safe,"5,6,9"
39d7e003-77b2-47fe-abab-30373f31bcd5,Palermo,Italy,Europe,"Sun-drenched streets filled with the aroma of street food, lively markets, and stunning architecture create an enchanting and vibrant atmosphere.",38.1112268,13.3524434,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,2,3,3,3,5,3,4,2,"Generally safe, but be aware of pickpockets","4,5,9,10"
082dc780-c0e5-4d33-b7a6-4f1b9e50017d,Bern,Switzerland,Europe,"Charming cobblestone streets wind through medieval architecture, while the gentle flow of the river creates a serene backdrop for leisurely exploration.",46.9484742,7.4521749,"[""Weekend"",""One week"",""Short trip""]",Luxury,4,3,4,1,3,4,4,4,3,Generally safe,"5,6,7,9"
88892ce2-3515-4bad-95a3-511b603e01e6,Lausanne,Switzerland,Europe,"Nestled by the lake, this city charms with its blend of historic architecture, vibrant cultural scene, and stunning alpine views.",46.5218269,6.6327025,"[""Short trip"",""Weekend"",""One week""]",Luxury,4,3,4,1,3,4,4,4,3,Generally safe,"5,6,7,9"
d1033b6d-b205-4520-a560-b884f66be3d3,Bath,United Kingdom,Europe,"Charming cobblestone streets, historic architecture, and the soothing warmth of natural hot springs create a serene and inviting experience.",51.3813864,-2.3596963,"[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,3,4,5,3,3,Generally safe,"5,6,9"
a0c1c891-d02f-4fa5-b5de-32807d88fce5,York,United Kingdom,Europe,"Charming cobblestone streets and ancient city walls create a cozy, inviting atmosphere, where history and modern vibrancy coexist beautifully.",53.96565785,-1.074305244,"[""Weekend"",""Short trip""]",Mid-range,5,2,3,1,3,4,3,3,3,Generally safe,"5,6,9"
1f7f0482-fd2d-433e-b70d-e843bfab199e,Glasgow,United Kingdom,Europe,"Lively streets filled with music, striking architecture, and a rich cultural scene make every corner of this city feel inviting and vibrant.",55.861155,-4.2501687,"[""Weekend"",""One week"",""Short trip""]",Mid-range,4,2,3,1,4,4,3,4,2,Generally safe,"5,6,7,8"
c21c0fce-a569-4058-bff9-cdf65ecc50ea,Belfast,United Kingdom,Europe,"Cozy pubs, historic streets, and the lively spirit of its people create an inviting and culturally rich atmosphere full of stories.",54.596391,-5.9301829,"[""Weekend"",""One week"",""Short trip""]",Mid-range,4,3,3,2,3,4,3,4,2,Generally safe,"5,6,7,8"
6590b641-9345-47da-846b-fa923c0cd7bd,Nuremberg,Germany,Europe,"Charming medieval streets, vibrant markets, and a rich history offer a delightful blend of old-world charm and modern vibrancy.",49.453872,11.077298,"[""Short trip"",""Weekend""]",Mid-range,4,2,3,1,3,4,3,4,2,Generally safe,"5,6,9,12"
38711c76-e8d7-4a64-90e5-a17a39ce118f,Leipzig,Germany,Europe,"Charming cobblestone streets, vibrant arts scene, and lively music venues create a welcoming vibe that's both culturally rich and refreshingly laid-back.",51.3406321,12.3747329,"[""Short trip"",""Weekend"",""One week""]",Mid-range,4,2,3,1,4,4,3,4,2,Generally safe,"5,6,9"
bc7f151b-8e34-4439-90d5-8aabebdffa45,Toulouse,France,Europe,"Charming cobblestone streets, pink-hued buildings, and a lively café culture create a welcoming atmosphere that's both vibrant and soothing.",43.6044622,1.4442469,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,3,2,4,4,3,4,2,Generally safe,"4,5,6,9"
c1673a8b-beb5-4e84-9aa4-c7208fff5b33,Lille,France,Europe,"Charming cobblestone streets, vibrant squares, and a mix of Flemish and French influences create a welcoming atmosphere full of character and warmth.",50.6365654,3.0635282,"[""Weekend"",""Short trip""]",Mid-range,4,2,2,1,3,4,3,4,2,Generally safe,"5,6,9"
93fd134a-f7af-46fb-81f9-4c07af99f262,Nantes,France,Europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,"[""Weekend"",""One week"",""Short trip""]",Mid-range,4,2,3,2,3,4,3,4,3,Generally safe,"5,6,9"
5221c998-2b64-459f-bff1-fa57c5b0b892,Colmar,France,Europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,"[""Short trip"",""Weekend""]",Mid-range,4,2,3,1,2,4,3,2,4,Generally safe,"5,6,9,12"
ec27d915-2ab3-4992-a3b7-02e3bfebe60a,Sofia,Bulgaria,Europe,"Charming streets lined with eclectic architecture and vibrant markets invite you to immerse in a blend of history, culture, and modern energy.",42.6977028,23.3217359,"[""Short trip"",""Weekend"",""One week""]",Budget,4,3,3,1,3,4,3,3,2,Generally safe,"5,6,9"
d8ff8cc7-3a0c-4e8b-9a2e-91c013d6147a,Plovdiv,Bulgaria,Europe,"Charming cobblestone streets, vibrant street art, and ancient ruins create a unique blend of history and modernity, inviting leisurely exploration.",42.1418541,24.7499297,"[""Short trip"",""Weekend""]",Budget,4,3,3,1,3,4,3,3,3,Generally safe,"5,6,9"
cb9baa71-b9d0-420a-8e6b-9a20023e8339,Zagreb,Croatia,Europe,"A blend of charming cobblestone streets, vibrant markets, and lively cafes creates an inviting atmosphere filled with history and modern culture.",45.8130967,15.9772795,"[""One week"",""Short trip"",""Weekend""]",Mid-range,4,3,3,1,3,4,3,4,2,Generally safe,"5,6,9"
af350e5b-1748-4fc7-812a-cf08755b793f,Hvar,Croatia,Europe,"Sun-drenched beaches, fragrant lavender fields, and lively waterfronts create a vibrant yet relaxed atmosphere perfect for unwinding and exploring.",43.17389195,16.55652349,"[""One week"",""Short trip"",""Weekend""]",Mid-range,3,3,4,5,5,4,3,3,2,"Generally safe, but be aware of crowds","6,7,8,9"
78b2e2c4-5b12-4a37-a8a8-9c7a292dac55,Sarajevo,Bosnia and Herzegovina,Europe,"Cobblestone streets echo with the sound of church bells and the call to prayer, creating a unique blend of cultures and histories.",43.8519774,18.3866868,"[""One week"",""Short trip"",""Weekend""]",Budget,4,3,3,1,3,4,3,3,3,Generally safe,"5,6,9"
c729be7d-c908-4b51-916f-51e5cc39c8f0,Mostar,Bosnia and Herzegovina,Europe,"Cobblestone streets, the sound of the river below, and the iconic bridge create a charming and reflective atmosphere in this historic town.",43.3435855,17.8076584,"[""Weekend"",""Short trip"",""Day trip""]",Budget,4,3,4,1,3,4,3,3,3,Generally safe,"5,6,9"
116fb76b-4372-41e5-80a3-1fd0f67445ed,Kotor,Montenegro,Europe,"Winding cobblestone streets and ancient stone walls create a charming, timeless atmosphere, inviting you to explore hidden corners and scenic views.",42.4249205,18.7713332,"[""Short trip"",""Weekend""]",Mid-range,4,3,4,3,2,3,3,2,4,"Generally safe, but be aware of crowds","5,6,9"
c3b1978d-68f2-4981-87c4-b7af37a66379,Thessaloniki,Greece,Europe,"Lively waterfronts, aromatic tavernas, and ancient ruins blend seamlessly with a youthful energy that invites exploration and leisurely enjoyment.",40.6403167,22.9352716,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,3,3,4,5,3,4,2,Generally safe,"5,6,9,10"
4c224f16-7d27-4063-a644-6b0ffdeddc24,Mykonos,Greece,Europe,Sun-drenched beaches and vibrant nightlife on a stunning Greek island.,37.4467,25.3289,"[""Weekend"",""One week""]",Mid-range,3,2,3,5,5,4,3,3,2,"Generally safe, but be aware of crowds","6,7,8,9"
3b9e6e27-7c43-4a46-933b-3e05e923309d,Tirana,Albania,Europe,"Vibrant streets filled with eclectic architecture, lively markets, and welcoming locals create an inviting atmosphere that feels both dynamic and laid-back.",41.3281482,19.8184435,"[""Short trip"",""Weekend""]",Budget,3,3,3,2,3,3,3,3,2,Generally safe,"5,6,9"
47ea2d27-5eb1-416f-98b6-7736c48bb807,Skopje,North Macedonia,Europe,"Wandering through eclectic streets, you'll encounter a blend of ancient history and modern quirks, with vibrant markets and grand statues at every turn.",41.9961816,21.4319213,"[""Weekend"",""Short trip""]",Budget,4,3,3,1,3,3,2,3,3,Generally safe,"5,6,9"
93cff281-b176-4b22-9e8f-4f299e22cf41,Gdansk,Poland,Europe,"Charming cobblestone streets and vibrant maritime history meet the salty breeze of the Baltic, creating a welcoming and lively coastal atmosphere.",54.42880315,18.79832701,"[""Short trip"",""Weekend""]",Mid-range,4,2,3,3,3,4,3,4,2,Generally safe,"6,7,8"
4601aa3c-508d-46ae-8a55-1227bea573b4,Bled,Slovenia,Europe,"A serene lakeside town where the emerald waters reflect the surrounding mountains, offering a peaceful escape and stunning natural beauty.",46.3684202,14.1100595,"[""Weekend"",""Short trip""]",Mid-range,3,4,5,2,2,3,3,2,4,Generally safe,"6,7,8,9"
e6b53064-966a-4a0e-8b58-f9348bbf9cdf,Sighisoara,Romania,Europe,"Cobblestone streets and colorful medieval towers create a fairy-tale setting, inviting you to wander and uncover centuries-old secrets around every corner.",46.2202037,24.7934483,"[""Weekend"",""Short trip"",""Day trip""]",Budget,5,3,3,1,2,3,2,2,4,Generally safe,"5,6,9"
